Customer ID,First Name,Last Name,Email Address,Phone Number,Address,Date of Birth,Account Status,Country,Source System
18b64e69-f2ad-4766-a575-36eef68856b4,Courtney,Drake,pporter@hotmail.com,001-086-299-5857,"37984 Robinson Freeway
West Lisa, NE 95679",11/25/72,Inactive,Guinea,Facebook
8b732742-c648-4a68-a2d3-d154616cba4c,Tamara,Watkins,martinezmallory@yahoo.com,-1396,"92186 Harry Isle Suite 881
Alexisshire, RI 11976",3/16/93,Active,Kyrgyz Republic,Facebook
ad173af3-ccc7-44b5-a312-09702d1d31d5,Paul,Jensen,briangolden@hotmail.com,001-324-155-5549x83457,"63294 Peter Lakes
Johnstad, RI 85979",1/4/45,Inactive,Grenada,Facebook
3279bed5-7b88-4d50-83d8-a0e67b19e4ad,Gerald,Ortiz,zacharybarker@hotmail.com,(766)358-2350x24541,"824 Amanda Ramp Suite 848
Oconnellberg, NE 72036",4/9/57,Active,Azerbaijan,Facebook
e511764e-34eb-409b-9c92-e78299e22c6b,Michael,Holden,jasonwilson@finley.net,895.953.9590x529,"USCGC Butler
FPO AE 08837",10/30/66,Inactive,San Marino,Facebook
3e6c76bf-0d35-468b-b537-cd518500de0a,Deborah,Davis,catherinewright@gmail.com,609-178-1934x86503,"97040 Hernandez Causeway
Port Thomasshire, ND 81174",8/23/00,Inactive,Greenland,Facebook
c9181f99-2749-411e-b1a8-1cc0cdfcfa4f,Danielle,Freeman,steven50@peters.com,(422)292-8628,"USS Blair
FPO AA 57300",7/11/63,Active,Nigeria,Facebook
d0fff9f2-d2a0-4e90-a322-d95b6b6df29d,Kari,James,dakota09@hall-stafford.net,(592)441-1122,"324 Jose Lodge Apt. 501
South Valerieberg, IA 64339",11/15/58,Inactive,El Salvador,Facebook
e9b07e0c-6656-45c4-b3c7-31938da81741,Sara,Fowler,elizabethmiller@rogers-wright.net,(058)876-8296,"96208 Jeffrey Roads
Diazchester, ID 27808",2/14/79,Inactive,Zambia,Facebook
ef47b385-d215-4451-adbe-f2f89f1e4697,Bailey,Keller,christinemoss@burton.com,001-457-314-9886x47112,"1301 Michael Oval Suite 822
South Barry, CO 95886",7/10/04,Inactive,India,CRM
5b0d1a1a-3aeb-4eec-bee4-f4439f738a4f,Katrina,Burns,amanda38@allison.com,001-054-249-2764,"11681 Wendy Walks Suite 321
Whitetown, CA 79370",7/24/73,Active,Iran,CRM
fc9a1b66-4e6b-439f-93ea-a6abc641c30b,David,Fuentes,isabella16@yahoo.com,982.699.9606x925,"936 Cohen Ferry
Chadhaven, LA 13261",3/25/56,Inactive,Saint Martin,CRM
a72c9426-a661-4dce-ab89-faf16f16cc04,Manuel,Perez,mbell@gmail.com,-6132,"2468 Susan Rue
Kristinachester, IA 12064",4/13/70,Inactive,Cyprus,CRM
c18cc6a0-4500-4795-9558-3affba71b8a0,Colleen,Tate,wmoore@ortega.net,496-198-2656x232,"48673 Samantha Road Suite 934
West David, MI 27729",6/23/42,Active,Madagascar,CRM
0cbb6fef-8b6c-4fa3-8685-fc46dbb0c191,Richard,Rice,floresmonica@cooper.com,001-039-038-5704x1323,"61459 Bryan Port
New Kevinfort, WY 19641",7/24/66,Inactive,French Polynesia,CRM
bf169ca0-c15c-4cd3-8b69-49f1e16faa9c,Kelli,Mendez,cenglish@garcia.com,225-059-5323,"41702 Shields Dale
Leachborough, AL 48562",11/13/02,Active,French Southern Territories,CRM
c877d4ab-76a8-4ef8-979b-610f42707a84,Alexis,Herrera,roblestiffany@gmail.com,1306161948,"87656 Rogers Cliff Apt. 066
East Annaview, DC 83341",12/2/01,Inactive,Saint Pierre and Miquelon,CRM
cc201c62-237b-47e9-9314-4539b6a9e16f,Tabitha,Hurley,nicholascurry@yahoo.com,001-222-720-5497x2078,"1444 Sarah Ridge
West Michael, VT 09241",12/1/89,Inactive,Netherlands,CRM
88c60a11-3191-4fe9-8ed3-97cabb1bcd70,Seth,Duran,steven26@hotmail.com,527.838.7640,"123 Jeremy Junctions Suite 512
Wongshire, KS 13730",5/2/90,Active,Morocco,CRM
a5297efa-88b6-44ce-910b-30ae7f094e7e,Jonathon,Mccann,williamsian@frazier-ferguson.info,370.717.8198x444,"228 Kenneth Loaf
Cynthiamouth, MN 60233",10/18/89,Inactive,Reunion,CRM
836e614e-e209-4735-a791-9d7aaf4ce222,Scott,Novak,ccarpenter@yahoo.com,442-113-0870x8560,"6493 Hunter Vista Apt. 491
Raymondtown, RI 20062",9/8/53,Inactive,Niue,CRM
0093f351-972e-47f5-ae71-bb26d60931ff,Adrian,Glover,marquezjoel@gmail.com,001-867-786-4058x673,"312 Wells Fork
Cookstad, IL 70404",10/23/83,Inactive,Spain,CRM
3999f29d-c1dd-4f53-ba7a-981b41375780,Jason,Garcia,joseph76@gmail.com,+1-845-378-3289x32842,"2540 Mario Points
Erinstad, TN 19523",3/3/56,Inactive,Lesotho,CRM
e3489462-7893-4d96-aeb4-7bfe54603ced,Annette,Hoffman,jasonwhite@gmail.com,+1-245-735-2350x89530,"Unit 8037 Box 2665
DPO AE 63561",12/29/59,Active,India,CRM
5d6254cc-3543-4827-8db3-97e860f633d7,Michael,Wilson,jwilson@miller.biz,+1-589-490-2021x5335,"6443 Christopher Forge
Gailbury, NC 28538",5/28/00,Inactive,Netherlands Antilles,CRM
f59b4092-99e2-46b8-8898-c8b4a13d4746,Sandy,Meyer,flee@soto.net,450-990-9661,"Unit 2259 Box 4516
DPO AP 37533",3/14/01,Active,Benin,CRM
e27ad2c2-168b-43a4-a965-1b1f7f28d79d,Benjamin,Guzman,adamscharles@yahoo.com,305-273-3851,"5517 Anna Shore
Beltranview, VT 87400",8/2/55,Active,Liberia,CRM
15eab8b1-8854-40a5-94ac-e5b079de323f,Tyler,Morton,cole41@rice-martin.com,546-516-0644x79478,"8860 Steven Trail Suite 147
South David, NH 20451",1/9/42,Active,Isle of Man,CRM
94d412cf-b554-46cd-b005-55a8f79685e2,William,Sharp,judy96@yahoo.com,372.946.3922x76610,"0447 Christopher Island Apt. 661
South Stevenland, MO 34749",9/14/43,Active,Syrian Arab Republic,CRM
2e9f73b5-d332-40d6-aecf-e330ce7a0e29,Kyle,Cook,feliciaallen@smith-brown.com,541.522.3134,"84521 Nelson Prairie Suite 179
Hudsonville, FL 14290",1/18/02,Active,China,CRM
e03e4efe-507c-4904-9e5c-641ea712c5bf,Scott,Estes,timothyharrison@mooney-shaffer.com,4222780099,"28977 Daniel Turnpike Suite 538
Hesterfort, MD 68766",1/23/80,Active,Belgium,CRM
d3482919-5153-4a95-8205-0a91c16969e0,Timothy,Chavez,gabrielhendricks@perry.com,(310)364-9045x707,"25966 Rebecca Bridge Suite 175
South Amanda, MT 87165",1/28/75,Inactive,Botswana,CRM
9a193d3d-f66f-4143-ac09-87db68366836,Sean,Lawrence,catherinecannon@gmail.com,901.918.6028x14963,"283 Walton Row Apt. 903
Pennyland, TN 37491",9/19/67,Inactive,Falkland Islands (Malvinas),Facebook
95ff59d0-c80e-4cac-9b0d-fdbc249c3c0a,Ashley,Crawford,haassara@gmail.com,8195325479,"516 Morales Corners Suite 932
Lake Jennifer, IL 98078",8/24/85,Inactive,Malawi,Facebook
4cfb4d7e-fe9d-496d-ad26-860833892a38,Sharon,Nelson,morgananna@yahoo.com,(213)576-7597,"687 John Turnpike Suite 894
Ortizview, WI 54926",3/12/60,Inactive,Saint Martin,Facebook
b384f966-3619-4b8c-966e-6cfaf6b19f6e,Anthony,White,stephenowens@hotmail.com,747-730-3830x2781,"45463 Sheila Lodge
West Aaronburgh, MN 89588",4/5/82,Inactive,Korea,Facebook
448104d1-d17b-4ea0-ad3f-6c4fc7558039,Isaiah,Gonzalez,carlarodriguez@hotmail.com,(934)001-9137x40087,"6348 Sanders Green Suite 020
Sandersstad, DE 20942",9/18/87,Inactive,Lebanon,Facebook
5e7c5601-1c28-4602-b94d-73ecf446b189,Amber,Warren,acline@bell-cherry.net,(413)706-7848,"70121 James Spurs Suite 960
Savannahhaven, MA 01920",9/15/42,Active,Iraq,Facebook
7ea26d0d-53be-490a-a26d-8aef1719ffe9,Karen,Fletcher,fhays@gmail.com,(094)468-6421x41922,"403 Eddie Mission Apt. 399
North Melinda, ID 37572",3/3/00,Active,Kazakhstan,Facebook
5b9d7284-cd2a-4397-ad1c-f4b97de62df4,Angela,Hoffman,klopez@torres.net,(621)266-5611x94376,"4659 Andrew Spur Apt. 154
West Danielle, TX 07098",10/6/44,Inactive,Latvia,Facebook
32ecee8d-7426-44cd-a2e5-759d01e24531,Lisa,Payne,marquezhelen@griffith.com,(317)137-4662x06499,"2691 Steven Ville Suite 546
Jasonland, WA 38737",1/4/62,Inactive,Austria,Facebook
9fe45d9e-5136-452d-ad75-49eef25574e1,Michelle,Coleman,nelsonandrew@gmail.com,0211439077,"9290 Nancy Points Apt. 592
South Joe, GA 10673",2/4/92,Active,Nigeria,Facebook
fe671601-079d-4bb0-9038-a74aec73bf89,Robert,Johnson,stephen78@coleman.biz,001-176-226-5185x957,"9835 Mark Wells
Port Marymouth, NJ 40727",1/25/90,Active,Libyan Arab Jamahiriya,Facebook
3ac3e128-2d61-4cc0-a1cb-a0642cb8f567,Michael,Johnson,jonesjason@martin.com,226.536.8173,"73820 Brown Fall Suite 370
North Katelyn, ND 02934",6/17/91,Active,Western Sahara,CRM
613ed389-1153-4047-bee3-a65f528d4435,Marcus,Moore,weissabigail@hotmail.com,042.156.7255x129,"8889 Smith Street Suite 212
Milesbury, NJ 08671",9/15/77,Inactive,New Caledonia,CRM
e4d0adf0-0d65-434b-bc3c-79276ebcdf59,Lucas,Mclean,alyssa66@valentine.org,+1-083-727-7311x9198,"31020 Aaron Stravenue Apt. 977
Owensshire, SC 62643",5/2/04,Active,Bahamas,CRM
59265b55-daa0-403b-85af-f3acda3724c8,Kristy,Chen,hmurray@dean.biz,001-142-998-5243x19185,"990 Humphrey Plain
Amyborough, AL 83354",1/27/82,Active,Western Sahara,CRM
529889ff-c1d5-474b-b603-0c54300a9e9a,Shane,Miller,kavery@nelson.com,001-368-279-9591,"3576 Sanchez Well
Danielstad, KS 62163",5/27/01,Active,Trinidad and Tobago,CRM
3035908a-ddc4-414f-b39d-34a25f0f1a88,Carl,Moore,flowerskathryn@bryant.info,907.237.6306x2443,"2285 Austin Route Apt. 216
Marshallport, GA 72194",8/7/98,Inactive,Yemen,CRM
27b2074c-fce9-45c2-9d29-227efa6b6fb2,Samuel,Evans,mackenziechen@hotmail.com,8851380660,"55178 Debbie Green
East Kristaberg, NE 48730",1/31/68,Inactive,Ukraine,CRM
416bfd60-0fc0-4245-986a-0d5fcf530c23,Marissa,Farley,crystalmorgan@yahoo.com,001-719-844-5567x29389,"4844 Pamela Streets
Bergerberg, CT 14180",4/24/43,Inactive,Palestinian Territory,CRM
0166ab4d-38be-4258-8723-18b060ab9857,Christopher,Wagner,brivera@cole.biz,960.828.8876x2489,"3304 Amy Ridges
New Tommy, DC 52756",3/3/02,Inactive,Bouvet Island (Bouvetoya),Facebook
045159f9-c20c-45d9-b449-cd1c56647351,Edward,Gonzalez,melanie98@kane-bailey.com,(320)646-8835,"5793 Jessica Land Apt. 117
Amyport, DE 35922",2/10/68,Active,Swaziland,Facebook
9def6af1-ecbf-4d9e-bbb7-e42992aa0ebd,Shawn,Benjamin,olopez@ramirez.net,001-925-854-6854x2714,"34696 Nolan Burgs
Codyberg, NV 93007",4/1/97,Active,Malaysia,Facebook
f546d5ad-05ae-48c5-b9ad-a3c44fc7d082,Jordan,Smith,urowe@kelly-dennis.com,(885)331-8230x363,"104 Webb Island Apt. 236
Hallville, AZ 54564",8/15/45,Active,Austria,Facebook
337641d6-e17b-4471-8557-7f33fcd35bf6,Allen,Richardson,jsharp@grimes.com,-2174,"5773 Selena Turnpike
Butlerberg, ID 50906",1/18/78,Active,San Marino,Facebook
4af784da-a568-4677-95a6-d20b136a990a,Patrick,Mitchell,kleinscott@gmail.com,371.407.9892x229,"8325 Cory Mission Suite 127
Port Brandonside, IA 86385",4/16/00,Inactive,Mozambique,Facebook
987db38f-9b77-4945-aa71-86dc0c363027,Richard,Thompson,terry10@gmail.com,665-177-3025,"9424 Katie Prairie
New Maria, PA 15258",7/3/99,Active,Guatemala,Facebook
4863ad29-0a80-4867-8ecb-6f3357bbe427,Alexis,Jones,gregory81@yahoo.com,114-491-1052x3499,"0854 Day Prairie
Gomezport, SC 14062",5/2/52,Active,Lesotho,CRM
10ef7b54-d443-45a3-ac8d-a3d3522653bb,Jeffrey,Potts,glenda80@king.com,240.150.1173,"433 Barron Club Suite 854
Jesusberg, MI 67127",6/7/41,Active,Angola,CRM
9889ba4a-8462-4639-88ae-e6789dc1f2a5,Crystal,Miller,fernando15@brown.com,010.546.9353x097,"539 Sierra Villages Suite 734
Cooperton, IL 52738",5/8/54,Active,Montenegro,CRM
036905fd-1f94-438c-8543-60873594e306,Brett,Greene,patricia71@hotmail.com,250.248.6932,"380 Young Land
Nelsonhaven, OH 72425",1/3/73,Inactive,Bangladesh,CRM
1fc547e3-a58d-40ac-8eaf-501d8d3e1e9b,Michelle,Bradley,chadmiller@adams.org,5708094416,"069 Kevin Lakes
Montgomeryberg, HI 91904",5/17/56,Inactive,Andorra,CRM
7aed2464-9abf-4e1d-a62c-faebd01cf602,Cynthia,Navarro,holderamy@hotmail.com,(559)450-7670,"550 Cantrell Vista
Shannonton, RI 91442",7/4/96,Active,Afghanistan,CRM
5d0ae8ac-91bf-49a8-b6c6-bd6833b9ff79,Jeffrey,James,david38@shaffer-salazar.com,(838)151-7903x59750,"12150 Stephanie Trafficway Suite 197
Bryantchester, MS 14619",5/24/62,Inactive,Grenada,CRM
e6f2a7cc-bf38-4989-b30f-56f190f78b3e,Helen,Preston,christopherhernandez@cantu-jennings.com,884-525-7786x03404,"USS Matthews
FPO AP 08664",4/16/62,Active,Venezuela,Facebook
97c76675-dc95-4f38-976c-3994922ad144,Shannon,Lewis,fthomas@hotmail.com,001-034-162-2317,"43113 Green Viaduct Suite 416
Mcintyreville, IN 28500",9/3/97,Inactive,Mongolia,Facebook
b3694ea8-ad19-4811-91e1-6544bb6089ea,Joshua,Warren,codybullock@gmail.com,001-884-730-7748x14457,"8043 Francisco Fields
Huffmanville, KY 08477",10/19/73,Inactive,United States Virgin Islands,Facebook
8f944791-c23a-4f0a-a00f-0dcfa7fa108b,Matthew,Anderson,jeffreycook@gmail.com,382-817-5653x29987,"8019 Adrian Trafficway
South Jim, ME 18109",11/27/48,Active,Egypt,Facebook
d4b7b255-0fb8-4e5f-a758-b600d1c4293f,Tiffany,Cooley,gardnerrebecca@gmail.com,725-725-7050x186,"81063 Holland Branch Suite 697
Craigland, MD 83513",2/26/52,Inactive,Bahamas,Facebook
87aedc05-efc5-49bc-8621-0d33690537ec,April,Kelly,noblechristopher@bryant-sampson.org,8225517356,"82390 Joshua Islands Apt. 308
South Eduardo, ME 50433",5/7/95,Inactive,Guatemala,Facebook
7d1cbbce-b518-4e3e-89dd-8216df0b8ec3,Samantha,Herrera,jeremy86@hotmail.com,948.498.0058,"65272 Bailey Springs Suite 258
Michaelborough, TN 03239",1/18/72,Active,Cyprus,Facebook
b3605049-3be4-427c-994a-6c87c1ee8d21,Kimberly,Collins,holmesthomas@hotmail.com,(118)717-1252,"1799 Stevenson Drive
Lake Elizabethbury, IN 72657",12/16/85,Inactive,Korea,Facebook
3045e049-93be-4c31-a322-74f4f24fe357,Rebecca,Oconnor,hbrown@hotmail.com,(253)247-0267x8263,"671 Miller Burgs Apt. 786
Brendaville, CT 75254",11/12/89,Active,Chile,Facebook
66e9526b-c1fe-4196-8299-6f1d1485097b,Sarah,Barrett,bullocklori@salazar-hall.info,+1-492-333-3152x04600,"87209 Turner Wells Apt. 062
North Geoffrey, TX 34230",1/9/66,Active,Mayotte,Facebook
f6ae9952-96ec-4c19-a003-e8e0a37f37f2,Michael,Baker,james11@mcdaniel.com,554.019.1823,"4545 Hall Parkway Suite 093
New Monica, DE 49100",12/11/38,Active,Belize,CRM
4cf2c618-aeaa-4c0f-aa3d-6af21d020164,Marie,Martin,robinross@yahoo.com,(577)357-3583x92915,"18104 Bender Loop Suite 617
Hansonfort, NJ 48506",3/22/66,Inactive,Tunisia,CRM
c4885740-a067-42d1-81b1-6d3fe164ed3e,Charles,Hughes,sandraclark@pacheco.biz,0682942995,"Unit 0993 Box 8341
DPO AE 90702",3/30/44,Active,Macedonia,CRM
4d6802bf-4164-4faf-9ed1-6268a3ca011f,Katherine,Sosa,angelajackson@butler.com,+1-233-200-0052x36450,"51092 Mary Mount Apt. 711
Burkefurt, OH 05001",11/10/93,Active,United States of America,Facebook
1b9f3e45-307e-44c1-b172-94c4d974c188,Rachel,Adkins,cmaldonado@page-perkins.net,(290)309-6114x50674,"34861 Jones Camp
North Jennifer, AL 35222",12/19/82,Inactive,Bosnia and Herzegovina,Facebook
400fe65a-d25a-4e94-ba69-b25a674d770c,Blake,Benjamin,adam98@alexander.net,701-867-7674x17194,"236 Brittany Oval
Millerburgh, WV 75502",11/8/56,Inactive,Romania,Facebook
025b90e8-09bc-4617-acbd-68bf1a63789f,Julie,Jones,debramueller@morrison.net,+1-514-588-1440x224,"USNS Ballard
FPO AE 85204",4/29/46,Active,Azerbaijan,Facebook
e24bff87-83e5-4482-bc6b-ca9f89d4ca40,Nicholas,Spence,fshannon@beltran.info,031-279-6489x38383,"31449 Torres Summit
Mollymouth, NY 24157",1/16/71,Inactive,Pitcairn Islands,Facebook
a80a9182-a66c-484d-bd00-66e3adec03fb,Brandon,Brown,ericaharper@hotmail.com,(719)188-5910x02645,"70567 King Cliffs
Cabrerastad, NH 06241",4/25/85,Inactive,Zambia,Facebook
571ad02f-af89-4036-8b4e-72b94ca41562,John,Ibarra,brian00@wood-rice.com,+1-531-554-6087x7332,"26381 Anderson Passage Apt. 522
West Jamesland, LA 16114",6/22/86,Active,Somalia,CRM
1b84a569-a782-4a75-87bc-40db48babae1,Courtney,Hernandez,kevinanderson@yahoo.com,-6225,"422 Martinez Lodge
Lake Nancy, WA 82065",8/11/86,Active,Ethiopia,CRM
f6eb4dac-4f0d-486d-a8a3-759e55f25af0,Jack,Lowery,davidcain@dickson-jarvis.info,(175)812-9710x670,"5096 Simon View
Sarahshire, MD 16673",3/22/99,Inactive,Saint Barthelemy,Facebook
61925a93-8392-4ae5-9a3c-a3a2801df4e1,Ashlee,Williams,rojaskimberly@hotmail.com,951-625-6299x00571,"9333 Mary Meadow Apt. 642
Lake Brenda, NC 84460",3/20/65,Inactive,Bahrain,Facebook
d7b88c43-817d-464b-8f0d-41deee6b31fa,Emily,Singh,brandonwebb@gmail.com,(497)628-4871,"270 Vazquez Lock Suite 054
Anthonyville, AL 05967",9/22/01,Inactive,Egypt,Facebook
978272e9-b32d-4ecf-88db-379526203456,Tanya,Washington,ramosmaria@torres.com,545-781-1939,"7990 Jaime Expressway Suite 740
North Frederickmouth, WA 68667",12/24/47,Active,Bosnia and Herzegovina,Facebook
2ea50a7c-d39a-45b9-b938-79694b51439a,Michelle,Bradley,chadmiller@adams.org,5708094416,"069 Kevin Lakes
Montgomeryberg, HI 91904",5/17/56,Inactive,Andorra,Facebook
99349b12-433f-45b5-81e9-18c48f61086b,Michael,Holden,jasonwilson@finley.net,895.953.9590x529,"USCGC Butler
FPO AE 08837",10/30/66,Inactive,San Marino,Facebook
c006e546-8227-4f47-a106-3f841fd504ec,Joshua,Warren,codybullock@gmail.com,001-884-730-7748x14457,"8043 Francisco Fields
Huffmanville, KY 08477",10/19/73,Inactive,United States Virgin Islands,CRM
4cb289aa-1e8b-43d1-b0a6-d99f996dd2ca,Danielle,Freeman,steven50@peters.com,(422)292-8628,"USS Blair
FPO AA 57300",7/11/63,Active,Nigeria,CRM
7d32b89e-2cf9-4031-b839-019b3325cbbb,Sean,Lawrence,catherinecannon@gmail.com,901.918.6028x14963,"283 Walton Row Apt. 903
Pennyland, TN 37491",9/19/67,Inactive,Falkland Islands (Malvinas),Facebook
eab61b1b-d02a-49c4-9a57-b4ec7c32ea1d,Annette,Hoffman,jasonwhite@gmail.com,+1-245-735-2350x89530,"Unit 8037 Box 2665
DPO AE 63561",12/29/59,Active,India,Facebook
36aabce8-5184-4c3e-a2d2-d9c1ac56949b,Danielle,Freeman,steven50@peters.com,(422)292-8628,"USS Blair
FPO AA 57300",7/11/63,Active,Nigeria,Facebook
43e9b5cc-8fd2-49ef-8d02-1d4339f2463b,Colleen,Tate,wmoore@ortega.net,496-198-2656x232,"48673 Samantha Road Suite 934
West David, MI 27729",6/23/42,Active,Madagascar,Facebook
0d1ade63-1589-4d4e-ae92-8e87f5264a16,Charles,Hughes,sandraclark@pacheco.biz,0682942995,"Unit 0993 Box 8341
DPO AE 90702",3/30/44,Active,Macedonia,Facebook
84a46d31-b3d4-45f2-b2ba-b4bed6c503b3,Marie,Martin,robinross@yahoo.com,(577)357-3583x92915,"18104 Bender Loop Suite 617
Hansonfort, NJ 48506",3/22/66,Inactive,Tunisia,Facebook
c877d4ab-76a8-4ef8-979b-610f42707a84,Alexis,Herrera,,,"87656 Rogers Cliff Apt. 066
East Annaview, DC 83341",12/2/01,Inactive,Saint Pierre and Miquelon,Facebook
8b732742-c648-4a68-a2d3-d154616cba4c,Tamara,Watkins,,,"92186 Harry Isle Suite 881
Alexisshire, RI 11976",3/16/93,Active,Kyrgyz Republic,Facebook
448104d1-d17b-4ea0-ad3f-6c4fc7558039,Isaiah,Gonzalez,,,"6348 Sanders Green Suite 020
Sandersstad, DE 20942",9/18/87,Inactive,Lebanon,Facebook
0eb69478-7036-4267-804f-cbf828daff97,Jacob,West,,,"046 David Path
Lauramouth, TN 36264",12/27/49,Inactive,Zambia,CRM
3ac3e128-2d61-4cc0-a1cb-a0642cb8f567,Michael,Johnson,,,"73820 Brown Fall Suite 370
North Katelyn, ND 02934",6/17/91,Active,Western Sahara,CRM
